# English labels for the standard EDINET taxonomy elements,
# copied from the FSA's published element and account lists:
#   https://www.fsa.go.jp/search/20211109/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20221108/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20231211/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20241112/  (1e, 1f, 1g)
#   https://www.fsa.go.jp/search/20251111/  (1e, 1f, 1g)
# Rebuild with: python -m equity.taxonomy_labels --edition <YYYYMMDD>
element,label_en
jpcrp_cor:ReasonForChangeInPurposeOfShareholdingAndPolicyOnHoldingOrSaleOfSharesAfterChangeInvestmentSharesReclassifiedFromHeldForPurposesOtherThanPureInvestmentToHeldForPureInvestmentReportingCompany,Reason for change in purpose of shareholding and policy on holding or sale of shares after change
jpcrp_cor:ReasonForChangeInPurposeOfShareholdingAndPolicyOnHoldingOrSaleOfSharesAfterChangeInvestmentSharesReclassifiedFromHeldForPurposesOtherThanPureInvestmentToHeldForPureInvestmentSecondLargestHoldingCompany,Reason for change in purpose of shareholding and policy on holding or sale of shares after change
jpcrp_cor:ReasonForDisclosureOfInformationOfCompanyConcernedHeading,Reasons for disclosure
jpcrp_cor:ReasonForDisclosureOfInformationOfCompanyConcernedTextBlock,Reasons for disclosure
jpcrp_cor:ReasonForDisclosureOfSaidIndexEtcHeading,Reasons for disclosure
jpcrp_cor:ReasonForDisclosureOfSaidIndexEtcTextBlock,Reasons for disclosure
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfDeemedHoldingsOfSharesHeldForPurposesOtherThanPureInvestmentLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfDeemedHoldingsOfSharesHeldForPurposesOtherThanPureInvestmentReportingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfDeemedHoldingsOfSharesHeldForPurposesOtherThanPureInvestmentSecondLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfSpecifiedInvestmentSharesHeldForPurposesOtherThanPureInvestmentLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfSpecifiedInvestmentSharesHeldForPurposesOtherThanPureInvestmentReportingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesDetailsOfSpecifiedInvestmentSharesHeldForPurposesOtherThanPureInvestmentSecondLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentReportingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentSecondLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesOtherThanThoseNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesOtherThanThoseNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentReportingCompany,Reason for increase in number of shares
jpcrp_cor:ReasonForIncreaseInNumberOfSharesSharesOtherThanThoseNotListedInvestmentSharesHeldForPurposesOtherThanPureInvestmentSecondLargestHoldingCompany,Reason for increase in number of shares
jpcrp_cor:RecentFinancialStatementsHeading,Recent financial statements
jpcrp_cor:RecentFinancialStatementsOfReportingCompanyOrTrackedCompanyHeading,Recent financial statements of reporting company or tracked company
jpcrp_cor:RecentFinancialStatementsOfReportingCompanyOrTrackedCompanyTextBlock,Recent financial statements of reporting company or tracked company
jpcrp_cor:RecentFinancialStatementsOfTrackedCompanyHeading,Recent financial statements of tracked company
jpcrp_cor:RecentFinancialStatementsOfTrackedCompanyTextBlock,Recent financial statements of tracked company
jpcrp_cor:RecentFinancialStatementsOrFinancialDocumentsOfGuaranteeCompanyOrTrackedSubsidiaryHeading,Recent financial statements or financial documents of guarantor or tracked subsidiary
jpcrp_cor:RecentFinancialStatementsOrFinancialDocumentsOfGuaranteeCompanyOrTrackedSubsidiaryTextBlock,Recent financial statements or financial documents of guarantor or tracked subsidiary
jpcrp_cor:RecentFinancialStatementsTextBlock,Recent financial statements
jpcrp_cor:ReconciliationOfEndingBalanceOfCashAndCashEquivalentsWithAccountBalancesPerBalanceSheetTextBlock,Reconciliation of ending balance of cash and cash equivalents with account balances per balance sheet
jpcrp_cor:ReconcilingItemsMember,Reconciling items
jpcrp_cor:RecordDateDividendsOfSurplus,Record date
jpcrp_cor:Reference2KAMConsolidated,Reference 2
jpcrp_cor:Reference2KAMConsolidatedPriorYear,Reference 2
jpcrp_cor:Reference2KAMNonConsolidated,Reference 2
jpcrp_cor:Reference2KAMNonConsolidatedPriorYear,Reference 2
jpcrp_cor:Reference3KAMConsolidated,Reference 3
jpcrp_cor:Reference3KAMConsolidatedPriorYear,Reference 3
jpcrp_cor:Reference3KAMNonConsolidated,Reference 3
jpcrp_cor:Reference3KAMNonConsolidatedPriorYear,Reference 3
jpcrp_cor:Reference4KAMConsolidated,Reference 4
jpcrp_cor:Reference4KAMConsolidatedPriorYear,Reference 4
jpcrp_cor:Reference4KAMNonConsolidated,Reference 4
jpcrp_cor:Reference4KAMNonConsolidatedPriorYear,Reference 4
jpcrp_cor:Reference5KAMConsolidated,Reference 5
jpcrp_cor:Reference5KAMConsolidatedPriorYear,Reference 5
jpcrp_cor:Reference5KAMNonConsolidated,Reference 5
jpcrp_cor:Reference5KAMNonConsolidatedPriorYear,Reference 5
jpcrp_cor:ReferenceDocumentsHeading,Reference documents
jpcrp_cor:ReferenceInformationHeading,Reference information
jpcrp_cor:ReferenceInformationOfReportingCompanyHeading,Reference information of reporting company
jpcrp_cor:ReferenceInformationOfReportingCompanyTextBlock,Reference information of reporting company
jpcrp_cor:ReferenceKAMConsolidated,Reference
jpcrp_cor:ReferenceKAMConsolidatedPriorYear,Reference
jpcrp_cor:ReferenceKAMNonConsolidated,Reference
jpcrp_cor:ReferenceKAMNonConsolidatedPriorYear,Reference
jpcrp_cor:ReferenceToOtherInformation,Reference to other information
jpcrp_cor:ReferenceToOtherInformationGovernance,Reference to other information
jpcrp_cor:ReferenceToOtherInformationMetricsAndTargets,Reference to other information
jpcrp_cor:ReferenceToOtherInformationRiskManagement,Reference to other information
jpcrp_cor:ReferenceToOtherInformationStrategy,Reference to other information
jpcrp_cor:RegularEmployeesCalculatedBasedOnProvisionsOfActOnPromotionOfWomensActiveEngagementInProfessionalLifeRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfReportingCompany,Regular employees
jpcrp_cor:RegularEmployeesCalculatedBasedOnProvisionsOfArticle714Item1OfOrdinanceForEnforcementOfActOnChildcareLeaveCaregiverLeaveAndOtherMeasuresForTheWelfareOfWorkersCaringForChildrenOrOtherFamilyMembersRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfReportingCompany,Regular employees
jpcrp_cor:RegularEmployeesCalculatedBasedOnProvisionsOfArticle714Item2OfOrdinanceForEnforcementOfActOnChildcareLeaveCaregiverLeaveAndOtherMeasuresForTheWelfareOfWorkersCaringForChildrenOrOtherFamilyMembersRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfReportingCompany,Regular employees
jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfConsolidatedSubsidiaries,Regular employees
jpcrp_cor:RegularEmployeesDifferencesInWagesBetweenMaleAndFemaleEmployeesMetricsOfReportingCompany,Regular employees
jpcrp_cor:RegularEmployeesRatioOfMaleEmployeesTakingChildcareLeaveMetricsOfConsolidatedSubsidiaries,Regular employees
jpcrp_cor:RegulationsInAccordanceWithWhichConsolidatedFinancialStatementsHaveBeenPreparedFinancialInformation,Regulations in accordance with which consolidated financial statements have been prepared
jpcrp_cor:RegulationsInAccordanceWithWhichFinancialStatementsHaveBeenPreparedFinancialInformation,Regulations in accordance with which financial statements have been prepared
jpcrp_cor:RemainingAmountCoverPageTextBlock,Remaining amount
jpcrp_cor:RemainingAmountOrRemainingBalanceContentsOfShelfRegistrationStatementCoverPage,Remaining amount or remaining balance
jpcrp_cor:RemainingBalanceCoverPage,Remaining balance
jpcrp_cor:RemarkableEffortsToEnsureFairPresentationOfConsolidatedFinancialStatementsEtcAndInternalSystemToPrepareConsolidatedFinancialStatementsEtcFairlyInAccordanceWithIFRSFinancialInformation,"Remarkable efforts to ensure fair presentation of consolidated financial statements, etc. and internal system to prepare consolidated financial statements, etc. fairly in accordance with IFRS"
jpcrp_cor:RemarkableEffortsToEnsureFairPresentationOfConsolidatedFinancialStatementsEtcFinancialInformation,"Remarkable efforts to ensure fair presentation of consolidated financial statements, etc."
jpcrp_cor:RemarkableEffortsToEnsureFairPresentationOfConsolidatedFinancialStatementsEtcInAccordanceWithIFRSFinancialInformation,"Internal system to prepare consolidated financial statements, etc. fairly in accordance with IFRS"
jpcrp_cor:RemarkableEffortsToEnsureFairPresentationOfConsolidatedFinancialStatementsEtcInAccordanceWithJMISFinancialInformation,"Internal system to prepare consolidated financial statements, etc. fairly in accordance with JMIS"
jpcrp_cor:RemunerationEtcByCategoryOfDirectorsAndOtherOfficersAbstract,Remuneration by category of directors (and other officers)
jpcrp_cor:RemunerationEtcByCategoryOfDirectorsAndOtherOfficersLineItems,Remuneration by category of directors (and other officers)
jpcrp_cor:RemunerationEtcByCategoryOfDirectorsAndOtherOfficersTable,Remuneration by category of directors (and other officers)
jpcrp_cor:RemunerationEtcPaidByGroupToEachDirectorOrOtherOfficerAbstract,Remuneration paid by group to each director (or other officer)
jpcrp_cor:RemunerationEtcPaidByGroupToEachDirectorOrOtherOfficerLineItems,Remuneration paid by group to each director (or other officer)
jpcrp_cor:RemunerationEtcPaidByGroupToEachDirectorOrOtherOfficerTable,Remuneration paid by group to each director (or other officer)
jpcrp_cor:RemunerationEtcPaidByGroupToEachDirectorOrOtherOfficerTextBlock,Remuneration paid by group to each director (or other officer)
jpcrp_cor:RemunerationForDirectorsAndOtherOfficersHeading,Remuneration for directors (and other officers)
jpcrp_cor:RemunerationForDirectorsAndOtherOfficersTextBlock,Remuneration for directors (and other officers)
jpcrp_cor:ReportableSegmentsMember,Reportable segments
jpcrp_cor:ReportingCompanyEquitySecuritiesHeldAbstract,Reporting company
jpcrp_cor:ReportingCompanyMetricsOfReportingCompany,Reporting company
jpcrp_cor:ResearchAndDevelopmentActivitiesHeading,Research and development activities
jpcrp_cor:ResearchAndDevelopmentActivitiesTextBlock,Research and development activities
jpcrp_cor:ResearchAndDevelopmentExpensesIncludedInGeneralAndAdministrativeExpensesAndManufacturingCostForCurrentPeriod,Research and development expenses included in general and administrative expenses and manufacturing costs for period
jpcrp_cor:ResearchAndDevelopmentExpensesIncludedInGeneralAndAdministrativeExpensesAndManufacturingCostForCurrentPeriodTextBlock,Research and development expenses included in general and administrative expenses and manufacturing costs for period
jpcrp_cor:ResearchAndDevelopmentExpensesResearchAndDevelopmentActivities,Research and development expenses
jpcrp_cor:ResearchAndDevelopmentExpensesResearchAndDevelopmentActivitiesLineItems,Research and development expenses
jpcrp_cor:ResearchAndDevelopmentExpensesResearchAndDevelopmentActivitiesTable,Research and development expenses
jpcrp_cor:ResolutionDividendsOfSurplus,Resolution
jpcrp_cor:RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,Restricted share awards
jpcrp_cor:RestrictionOnTransferOfSharesEtcHeading,"Restriction on transfer of shares, etc."
jpcrp_cor:RestrictionOnTransferOfSharesEtcTextBlock,"Restriction on transfer of shares, etc."
jpcrp_cor:RetirementBenefitsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,Retirement benefits
jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,Revenue
jpcrp_cor:RevenueJMISSummaryOfBusinessResults,Revenue
jpcrp_cor:RevenueKeyFinancialData,Revenue
jpcrp_cor:RevenuesFromExternalCustomers,Revenues from external customers
jpcrp_cor:RevenuesFromExternalCustomersInformationForEachRegionTextBlock,Revenues from external customers
jpcrp_cor:RevenuesUSGAAPSummaryOfBusinessResults,Revenues
jpcrp_cor:RightsOfHoldersOfSecuritiesIssuedByCompanyToBeReorganizedHeading,Rights of holders of securities issued by target company of reorganization
jpcrp_cor:RightsOfHoldersOfSecuritiesIssuedByCompanyToBeReorganizedTextBlock,Rights of holders of securities issued by target company of reorganization
jpcrp_cor:RiskManagementTextBlock,Risk management
jpcrp_cor:Row10Member,Row 10
jpcrp_cor:Row11Member,Row 11
jpcrp_cor:Row12Member,Row 12
jpcrp_cor:Row13Member,Row 13
jpcrp_cor:Row14Member,Row 14
jpcrp_cor:Row15Member,Row 15
jpcrp_cor:Row16Member,Row 16
jpcrp_cor:Row17Member,Row 17
jpcrp_cor:Row18Member,Row 18
jpcrp_cor:Row19Member,Row 19
jpcrp_cor:Row1Member,Row 1
jpcrp_cor:Row20Member,Row 20
jpcrp_cor:Row21Member,Row 21
jpcrp_cor:Row22Member,Row 22
jpcrp_cor:Row23Member,Row 23
jpcrp_cor:Row24Member,Row 24
jpcrp_cor:Row25Member,Row 25
jpcrp_cor:Row26Member,Row 26
jpcrp_cor:Row27Member,Row 27
jpcrp_cor:Row28Member,Row 28
jpcrp_cor:Row29Member,Row 29
jpcrp_cor:Row2Member,Row 2
jpcrp_cor:Row30Member,Row 30
jpcrp_cor:Row31Member,Row 31
jpcrp_cor:Row32Member,Row 32
jpcrp_cor:Row33Member,Row 33
jpcrp_cor:Row34Member,Row 34
jpcrp_cor:Row35Member,Row 35
jpcrp_cor:Row36Member,Row 36
jpcrp_cor:Row37Member,Row 37
jpcrp_cor:Row38Member,Row 38
jpcrp_cor:Row39Member,Row 39
jpcrp_cor:Row3Member,Row 3
jpcrp_cor:Row40Member,Row 40
jpcrp_cor:Row41Member,Row 41
jpcrp_cor:Row42Member,Row 42
jpcrp_cor:Row43Member,Row 43
jpcrp_cor:Row44Member,Row 44
jpcrp_cor:Row45Member,Row 45
jpcrp_cor:Row46Member,Row 46
jpcrp_cor:Row47Member,Row 47
jpcrp_cor:Row48Member,Row 48
jpcrp_cor:Row49Member,Row 49
jpcrp_cor:Row4Member,Row 4
jpcrp_cor:Row50Member,Row 50
jpcrp_cor:Row51Member,Row 51
jpcrp_cor:Row52Member,Row 52
jpcrp_cor:Row53Member,Row 53
jpcrp_cor:Row54Member,Row 54
jpcrp_cor:Row55Member,Row 55
jpcrp_cor:Row56Member,Row 56
jpcrp_cor:Row57Member,Row 57
jpcrp_cor:Row58Member,Row 58
jpcrp_cor:Row59Member,Row 59
jpcrp_cor:Row5Member,Row 5
jpcrp_cor:Row60Member,Row 60
jpcrp_cor:Row6Member,Row 6
jpcrp_cor:Row7Member,Row 7
jpcrp_cor:Row8Member,Row 8
jpcrp_cor:Row9Member,Row 9
jpcrp_cor:SalariesINSNonlife,Salaries
jpcrp_cor:SalesSegmentInformationAbstract,Sales
jpcrp_cor:SameAsKAMForConsolidatedFSKAMNonConsolidatedPriorYearTextBlock,Same as KAM for consolidated FS
jpcrp_cor:SameAsKAMForConsolidatedFSKAMNonConsolidatedTextBlock,Same as KAM for consolidated FS
jpcrp_cor:Scope1And2GreenhouseGasEmissionsLineItems,Scope 1 and 2 greenhouse gas emissions
jpcrp_cor:Scope1And2GreenhouseGasEmissionsTable,Scope 1 and 2 greenhouse gas emissions
jpcrp_cor:SecondQuarterDividendPaidPerShareSummaryOfBusinessResults,Second quarter dividend paid per share
jpcrp_cor:SecondaryDistributionByBiddingHeading,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionByBiddingTermsOfSecondaryDistributionByFirmCommitmentUnderwritingHeading,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionByBiddingTermsOfSecondaryDistributionByFirmCommitmentUnderwritingTextBlock,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionByBiddingTermsOfSecondaryDistributionByOverallotmentHeading,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionByBiddingTermsOfSecondaryDistributionByOverallotmentTextBlock,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionByBiddingTextBlock,Secondary distribution by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingHeading,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingTermsOfSecondaryDistributionByFirmCommitmentUnderwritingHeading,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingTermsOfSecondaryDistributionByFirmCommitmentUnderwritingTextBlock,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingTermsOfSecondaryDistributionByOverallotmentHeading,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingTermsOfSecondaryDistributionByOverallotmentTextBlock,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionNotByBiddingTextBlock,Secondary distribution not by bidding
jpcrp_cor:SecondaryDistributionOfCommercialPapersAndShortTermCorporateBondsHeading,Secondary distribution of commercial papers and short-term corporate bonds
jpcrp_cor:SecondaryDistributionOfCommercialPapersAndShortTermCorporateBondsTextBlock,Secondary distribution of commercial papers and short-term corporate bonds
jpcrp_cor:SecondaryDistributionOfCommercialPapersHeading,Secondary distribution of commercial papers
jpcrp_cor:SecondaryDistributionOfCommercialPapersTextBlock,Secondary distribution of commercial papers
jpcrp_cor:SecondaryDistributionOfCorporateBondsHeading,Secondary distribution of corporate bonds
